geo_level,geo_code,geo_version,name,variable,value
state,1,,Abia,Any of the specified problems,68.1
state,1,,Abia,Getting money for treatment,65.4
state,1,,Abia,Getting permission to go for treatment,11.1
state,1,,Abia,Not wanting to go alone,31.6
state,1,,Abia,Distance to health facility,34.4
state,2,,Adamawa,Getting money for treatment,90
state,2,,Adamawa,Not wanting to go alone,30.7
state,2,,Adamawa,Getting permission to go for treatment,16.9
state,2,,Adamawa,Any of the specified problems,90.8
state,2,,Adamawa,Distance to health facility,40.2
state,3,,Akwa Ibom,Getting permission to go for treatment,8.9
state,3,,Akwa Ibom,Getting money for treatment,47.1
state,3,,Akwa Ibom,Not wanting to go alone,12.1
state,3,,Akwa Ibom,Distance to health facility,19
state,3,,Akwa Ibom,Any of the specified problems,54.8
state,4,,Anambra,Getting permission to go for treatment,2.6
state,4,,Anambra,Any of the specified problems,41.6
state,4,,Anambra,Not wanting to go alone,5.8
state,4,,Anambra,Distance to health facility,11.9
state,4,,Anambra,Getting money for treatment,37.6
state,5,,Bauchi,Getting permission to go for treatment,17.4
state,5,,Bauchi,Distance to health facility,40
state,5,,Bauchi,Getting money for treatment,52
state,5,,Bauchi,Any of the specified problems,65.3
state,5,,Bauchi,Not wanting to go alone,35.7
state,6,,Bayelsa,Distance to health facility,35.8
state,6,,Bayelsa,Getting permission to go for treatment,35.5
state,6,,Bayelsa,Any of the specified problems,46.2
state,6,,Bayelsa,Getting money for treatment,44.5
state,6,,Bayelsa,Not wanting to go alone,30
state,7,,Benue,Getting permission to go for treatment,9
state,7,,Benue,Any of the specified problems,80.2
state,7,,Benue,Distance to health facility,49.4
state,7,,Benue,Not wanting to go alone,17.8
state,7,,Benue,Getting money for treatment,77.5
state,8,,Borno,Distance to health facility,24.9
state,8,,Borno,Getting money for treatment,58.9
state,8,,Borno,Any of the specified problems,68.1
state,8,,Borno,Not wanting to go alone,23
state,8,,Borno,Getting permission to go for treatment,7
state,9,,Cross River,Getting permission to go for treatment,17.9
state,9,,Cross River,Any of the specified problems,42.3
