geo_level,geo_code,geo_version,name,variable_1,variable_2,value
county,42,,Kisumu,Conditional Grants to Level-5 Hospitals,Annual CARA Allocation,369.02
county,42,,Kisumu,Conditional Grants to Level-5 Hospitals,Annual Budget Allocation ,369.02
county,42,,Kisumu,Conditional Grants to Level-5 Hospitals,Actual Receipts,163.84
county,42,,Kisumu,Road Maintenance Fuel Levy Fund,Annual CARA Allocation,194.06
county,42,,Kisumu,Road Maintenance Fuel Levy Fund,Annual Budget Allocation ,181.88
county,42,,Kisumu,Road Maintenance Fuel Levy Fund,Actual Receipts,0.00
county,42,,Kisumu,Leasing of Medical Equipment,Annual CARA Allocation,131.91
county,42,,Kisumu,Leasing of Medical Equipment,Annual Budget Allocation ,0.00
county,42,,Kisumu,Leasing of Medical Equipment,Actual Receipts,0.00
county,42,,Kisumu,Rehabilitation of Village Polytechnics,Annual CARA Allocation,41.67
county,42,,Kisumu,Rehabilitation of Village Polytechnics,Annual Budget Allocation ,41.65
county,42,,Kisumu,Rehabilitation of Village Polytechnics,Actual Receipts,0.00
county,42,,Kisumu,Compensation for User Fee Foregone,Annual CARA Allocation,21.30
county,42,,Kisumu,Compensation for User Fee Foregone,Annual Budget Allocation ,21.30
county,42,,Kisumu,Compensation for User Fee Foregone,Actual Receipts,0.00
